chr	start	end	strand	name	id
chr5	158527439	158527740	+	LINC02202	ENST00000499583.1
chr5	177038003	177038304	+	AC139795.2	ENST00000499900.2
chr5	55290744	55291045	+	FLJ31104	ENST00000500093.2
chr5	58335337	58335638	+	AC092343.1	ENST00000500224.2
chr5	176935827	176936128	-	DOK3	ENST00000500323.2
chr5	43483887	43484188	-	TMEM267	ENST00000500337.6
chr5	7372979	7373280	+	LINC02142	ENST00000500616.2
chr5	38556637	38556938	+	LIFR-AS1	ENST00000500733.6
chr5	89825327	89825628	-	LYSMD3	ENST00000500869.6
chr5	134259688	134259989	-	MTCYBP18	ENST00000501056.2
chr5	96271462	96271763	-	AC009126.1	ENST00000501338.5
chr5	176937332	176937633	-	DOK3	ENST00000501403.6
chr5	54529374	54529675	-	CCNO	ENST00000501463.2
chr5	147763295	147763596	-	AC091948.1	ENST00000501695.3
chr5	127418715	127419016	-	LINC01184	ENST00000501702.6
chr5	177870044	177870345	-	AC008659.1	ENST00000501834.1
chr5	74632688	74632989	-	AC008897.2	ENST00000501886.2
chr5	180257773	180258074	+	LINC00847	ENST00000502162.2
chr5	52405421	52405722	+	AC008966.1	ENST00000502171.2
chr5	175299562	175299863	+	CPLX2	ENST00000502265.5
chr5	1633970	1634271	-	AC026412.1	ENST00000502273.6
chr5	55290741	55291042	-	IL6ST	ENST00000502326.7
chr5	139028259	139028560	+	CXXC5	ENST00000502336.5
chr5	125797786	125798087	+	GRAMD2B	ENST00000502348.5
chr5	139492262	139492563	+	PURA	ENST00000502351.1
chr5	136070365	136070666	+	AC109439.2	ENST00000502421.1
chr5	14798458	14798759	-	RBBP4P1	ENST00000502424.1
chr5	95550728	95551029	-	AC099509.1	ENST00000502437.1
chr5	102143510	102143811	+	PAM	ENST00000502472.5
chr5	31854792	31855093	+	PDZD2	ENST00000502489.5
chr5	59064411	59064712	-	PDE4D	ENST00000502575.1
chr5	115152303	115152604	-	CDO1	ENST00000502631.1
chr5	95297454	95297755	+	AC104123.1	ENST00000502645.2
chr5	149466066	149466367	-	CSF1R	ENST00000502660.5
chr5	180235707	180236008	-	MGAT1	ENST00000502678.1
chr5	128797118	128797419	+	ADAMTS19	ENST00000502709.1
chr5	139054770	139055071	+	CXXC5	ENST00000502716.1
chr5	149380030	149380331	+	HMGXB3	ENST00000502717.5
chr5	19988243	19988544	-	CDH18	ENST00000502796.5
chr5	16129036	16129337	+	AC016650.1	ENST00000502834.1
chr5	130580935	130581236	+	CDC42SE2	ENST00000502840.5
chr5	176831422	176831723	-	F12	ENST00000502854.5
chr5	175843488	175843789	-	CLTB	ENST00000502877.1
chr5	140070830	140071131	-	HARS	ENST00000502888.1
chr5	88180334	88180635	-	MEF2C	ENST00000502983.5
chr5	36301951	36302252	-	RANBP3L	ENST00000502994.5
chr5	114961682	114961983	-	TMED7	ENST00000503010.1
chr5	14664522	14664823	+	OTULIN	ENST00000503023.1
chr5	114632269	114632570	-	CCDC112	ENST00000503027.1
chr5	39274523	39274824	-	FYB1	ENST00000503065.1
chr5	135394624	135394925	+	TGFBI	ENST00000503087.1
chr5	38595455	38595756	-	LIFR	ENST00000503088.1
chr5	95197239	95197540	+	AC008592.1	ENST00000503091.1
chr5	66674955	66675256	+	AC112206.2	ENST00000503106.5
chr5	1551774	1552075	-	AC091849.2	ENST00000503113.1
chr5	82969312	82969613	-	HAPLN1	ENST00000503117.1
chr5	179133057	179133358	+	CANX	ENST00000503126.1
chr5	43067470	43067771	-	AC025171.1	ENST00000503152.1
chr5	35991448	35991749	-	UGT3A1	ENST00000503189.5
chr5	142784058	142784359	-	NR3C1	ENST00000503201.1
chr5	58571894	58572195	-	PDE4D	ENST00000503258.5
chr5	35938673	35938974	+	AC112204.2	ENST00000503269.1
chr5	142984942	142985243	+	AC008696.2	ENST00000503323.1
chr5	126626272	126626573	+	MEGF10	ENST00000503335.6
chr5	176738820	176739121	-	MXD3	ENST00000503473.5
chr5	74807419	74807720	+	POLK	ENST00000503479.6
chr5	92023910	92024211	-	AC026780.2	ENST00000503489.1
chr5	141257923	141258224	-	PCDH1	ENST00000503492.5
chr5	162864281	162864582	-	AC091976.1	ENST00000503504.1
chr5	110074568	110074869	-	TMEM232	ENST00000503527.6
chr5	121814724	121815025	-	MGC32805	ENST00000503529.1
chr5	179780285	179780586	-	GFPT2	ENST00000503546.1
chr5	88081308	88081609	-	MEF2C	ENST00000503554.4
chr5	52286057	52286358	-	AC025180.1	ENST00000503559.1
chr5	43065027	43065328	+	ZNF131	ENST00000503599.5
chr5	32174357	32174658	-	GOLPH3	ENST00000503610.5
chr5	129241559	129241860	-	AC008591.1	ENST00000503616.5
chr5	118690217	118690518	+	TNFAIP8	ENST00000503646.1
chr5	104728620	104728921	-	AC099520.1	ENST00000503650.1
chr5	113768976	113769277	+	KCNN2	ENST00000503706.5
chr5	176513655	176513956	+	FGFR4	ENST00000503708.5
chr5	57753055	57753356	-	PLK2	ENST00000503713.1
chr5	138429519	138429820	-	SIL1	ENST00000503732.1
chr5	54455695	54455996	+	GPX8	ENST00000503787.5
chr5	49961482	49961783	+	PARP8	ENST00000503790.6
chr5	141392487	141392788	-	GNPDA1	ENST00000503794.5
chr5	170194511	170194812	-	AC008514.1	ENST00000503797.2
chr5	118406649	118406950	+	DMXL1	ENST00000503802.5
chr5	145429376	145429677	+	SH3RF2	ENST00000503848.5
chr5	176069678	176069979	+	EIF4E1B	ENST00000503895.1
chr5	76382314	76382615	+	ZBED3-AS1	ENST00000503969.5
chr5	146614367	146614668	+	STK32A	ENST00000503975.1
chr5	96840149	96840450	+	LINC01340	ENST00000504012.1
chr5	111091897	111092198	-	NREP	ENST00000504018.1
chr5	6378633	6378934	-	MED10	ENST00000504058.1
chr5	36606462	36606763	+	SLC1A3	ENST00000504121.5
chr5	108084412	108084713	+	FER	ENST00000504143.6
chr5	175964246	175964547	-	RNF44	ENST00000504160.1
chr5	71403053	71403354	+	MAP1B	ENST00000504183.1
chr5	135364426	135364727	+	TGFBI	ENST00000504185.5
chr5	57755862	57756163	-	PLK2	ENST00000504196.1
chr5	87972065	87972366	-	LINC00461	ENST00000504246.5
chr5	102455715	102456016	+	PPIP5K2	ENST00000504275.1
chr5	86957608	86957909	+	LINC02488	ENST00000504287.1
chr5	146614371	146614672	-	STK32A-AS1	ENST00000504297.1
chr5	218167	218468	+	SDHA	ENST00000504309.5
chr5	75672249	75672550	+	SNRPCP2	ENST00000504370.1
chr5	22853399	22853700	-	CDH12	ENST00000504376.6
chr5	54603578	54603879	+	SKIV2L2	ENST00000504388.5
chr5	10249946	10250247	-	FAM173B	ENST00000504390.5
chr5	28809305	28809606	-	AC008825.1	ENST00000504398.1
chr5	176830700	176831001	-	F12	ENST00000504406.5
chr5	175964830	175965131	-	RNF44	ENST00000504434.1
chr5	141060347	141060648	-	ARAP3	ENST00000504448.1
chr5	43483810	43484111	+	AC114956.3	ENST00000504469.1
chr5	71475204	71475505	+	MAP1B	ENST00000504492.1
chr5	173930435	173930736	+	LINC01411	ENST00000504512.5
chr5	39219614	39219915	-	FYB1	ENST00000504542.1
chr5	179045465	179045766	-	HNRNPH1	ENST00000504549.5
chr5	37379136	37379437	+	WDR70	ENST00000504564.1
chr5	142814216	142814517	-	NR3C1	ENST00000504572.5
chr5	179719994	179720295	+	AC008610.1	ENST00000504573.1
chr5	130868648	130868949	-	RAPGEF6	ENST00000504575.5
chr5	15500054	15500355	+	FBXL7	ENST00000504595.1
chr5	43557104	43557405	-	PAIP1	ENST00000504639.5
chr5	72861170	72861471	-	ANKRA2	ENST00000504641.1
chr5	148929811	148930112	-	CSNK1A1	ENST00000504676.5
chr5	130599504	130599805	+	CDC42SE2	ENST00000504701.5
chr5	98104103	98104404	+	RGMB	ENST00000504776.5
chr5	176943274	176943575	-	DDX41	ENST00000504781.5
chr5	10564191	10564492	+	ANKRD33B	ENST00000504806.5
chr5	137419453	137419754	+	WNT8A	ENST00000504809.5
chr5	19142404	19142705	-	AC106744.1	ENST00000504827.1
chr5	121490500	121490801	-	AC010255.1	ENST00000504829.1
chr5	99870915	99871216	-	AC021086.1	ENST00000504833.1
chr5	75008199	75008500	-	POC5	ENST00000504862.5
chr5	55068971	55069272	-	SLC38A9	ENST00000504880.5
chr5	94983498	94983799	+	RFESD	ENST00000504893.1
chr5	75919187	75919488	-	F2RL2	ENST00000504899.1
chr5	121465004	121465305	+	ZNF474	ENST00000504912.1
chr5	53606352	53606653	-	ARL15	ENST00000504924.5
chr5	124080163	124080464	-	ZNF608	ENST00000504926.5
chr5	89770455	89770756	+	POLR3G	ENST00000504930.5
chr5	95053086	95053387	+	RHOBTB3	ENST00000504949.1
chr5	17443868	17444169	+	LINC02218	ENST00000504998.1
chr5	87969092	87969393	-	LINC00461	ENST00000505030.5
chr5	180336313	180336614	+	BTNL8	ENST00000505126.5
chr5	49963467	49963768	+	PARP8	ENST00000505180.5
chr5	12574718	12575019	+	LINC01194	ENST00000505196.1
chr5	271511	271812	+	PDCD6	ENST00000505221.5
chr5	63871258	63871559	+	RGS7BP	ENST00000505263.1
chr5	98104747	98105048	+	RGMB	ENST00000505265.5
chr5	138780089	138780390	-	DNAJC18	ENST00000505268.1
chr5	33049456	33049757	-	AC010343.3	ENST00000505339.1
chr5	32444793	32445094	-	ZFR	ENST00000505366.1
chr5	3177698	3177999	+	LINC01377	ENST00000505396.2
chr5	44808777	44809078	-	AC093297.2	ENST00000505401.1
chr5	50681787	50682088	+	ISL1	ENST00000505475.3
chr5	59783839	59784140	-	PDE4D	ENST00000505507.6
chr5	16180820	16181121	-	MARCH11	ENST00000505509.1
chr5	177018967	177019268	+	TMED9	ENST00000505521.1
chr5	43041608	43041909	+	AC025171.2	ENST00000505541.1
chr5	138775139	138775440	-	DNAJC18	ENST00000505568.5
chr5	76011773	76012074	+	F2R	ENST00000505600.1
chr5	43121447	43121748	+	ZNF131	ENST00000505606.6
chr5	98109122	98109423	-	RGMB-AS1	ENST00000505677.1
chr5	180229716	180230017	-	MGAT1	ENST00000505682.1
chr5	76382974	76383275	-	ZBED3	ENST00000505685.1
chr5	136834232	136834533	-	SPOCK1	ENST00000505690.1
chr5	139487111	139487412	+	PURA	ENST00000505703.1
chr5	133968408	133968709	-	SAR1B	ENST00000505758.5
chr5	39388908	39389209	-	DAB2	ENST00000505968.1
chr5	55456705	55457006	-	ANKRD55	ENST00000505970.2
chr5	134259562	134259863	+	MTND6P4	ENST00000506002.1
chr5	102200763	102201064	+	PAM	ENST00000506006.1
chr5	87974211	87974512	-	LINC00461	ENST00000506014.5
chr5	59744483	59744784	-	PDE4D	ENST00000506024.5
chr5	179233147	179233448	+	SQSTM1	ENST00000506042.5
chr5	31923222	31923523	+	AC025458.1	ENST00000506046.1
chr5	175875179	175875480	+	FAF2	ENST00000506061.1
chr5	177236231	177236532	+	AC106795.1	ENST00000506082.5
chr5	6765753	6766054	+	AC122710.2	ENST00000506093.1
chr5	102090767	102091068	+	PAM	ENST00000506127.1
chr5	6633104	6633405	-	NSUN2	ENST00000506139.5
chr5	64095821	64096122	+	CWC27	ENST00000506168.1
chr5	36680198	36680499	+	SLC1A3	ENST00000506178.1
chr5	34915558	34915859	-	RAD1	ENST00000506311.1
chr5	73158617	73158918	+	ARHGEF28	ENST00000506334.1
chr5	1883829	1884130	+	AC025183.1	ENST00000506335.1
chr5	177631283	177631584	+	HNRNPAB	ENST00000506339.5
chr5	74532652	74532953	-	ANKRD31	ENST00000506364.6
chr5	140044202	140044503	+	WDR55	ENST00000506393.5
chr5	125706754	125707055	+	GRAMD2B	ENST00000506445.5
chr5	420784	421085	+	AHRR	ENST00000506456.1
chr5	63986108	63986409	+	FAM159B	ENST00000506473.5
chr5	76248623	76248924	+	CRHBP	ENST00000506501.1
chr5	145582862	145583163	+	AC091959.3	ENST00000506502.2
chr5	59817896	59818197	-	PDE4D	ENST00000506510.6
chr5	176923827	176924128	-	PDLIM7	ENST00000506537.1
chr5	68462711	68463012	+	CCNB1	ENST00000506572.5
chr5	42825947	42826248	-	SELENOP	ENST00000506577.5
chr5	112538963	112539264	-	MCC	ENST00000506605.6
chr5	1326319	1326620	-	CLPTM1L	ENST00000506641.5
chr5	140079798	140080099	+	ZMAT2	ENST00000506644.3
chr5	40798199	40798500	-	PRKAA1	ENST00000506652.5
chr5	87907543	87907844	-	LINC00461	ENST00000506664.5
chr5	175788687	175788988	-	KIAA1191	ENST00000506668.5
chr5	177302272	177302573	+	AC106795.1	ENST00000506672.5
chr5	179234073	179234374	+	SQSTM1	ENST00000506690.1
chr5	176449446	176449747	+	ZNF346	ENST00000506693.5
chr5	88120106	88120407	-	MEF2C	ENST00000506716.5
chr5	152069038	152069339	-	LINC01470	ENST00000506723.6
chr5	11384973	11385274	-	CTNND2	ENST00000506735.1
chr5	139739536	139739837	+	SLC4A9	ENST00000506757.6
chr5	34839018	34839319	+	TTC23L	ENST00000506758.5
chr5	133707039	133707340	+	UBE2B	ENST00000506787.5
chr5	65018811	65019112	-	SGTB	ENST00000506816.1
chr5	95066599	95066900	+	RHOBTB3	ENST00000506817.1
chr5	55777545	55777846	-	LINC01948	ENST00000506836.5
chr5	59783716	59784017	+	PART1	ENST00000506884.1
chr5	180237076	180237377	-	MGAT1	ENST00000506889.1
chr5	130727643	130727944	+	CDC42SE2	ENST00000506929.1
chr5	176981491	176981792	-	FAM193B	ENST00000506955.5
chr5	112197808	112198109	+	SRP19	ENST00000506987.1
chr5	38556687	38556988	-	LIFR	ENST00000506990.5
chr5	112196741	112197042	+	AC008575.2	ENST00000506997.1
chr5	138533935	138534236	-	SIL1	ENST00000507002.5
chr5	43313524	43313825	-	HMGCS1	ENST00000507004.1
chr5	52856212	52856513	+	NDUFS4	ENST00000507026.5
chr5	60140045	60140346	-	ELOVL7	ENST00000507047.5
chr5	79783692	79783993	+	FAM151B	ENST00000507084.1
chr5	137911039	137911340	-	HSPA9	ENST00000507097.5
chr5	44808776	44809077	+	MRPS30	ENST00000507110.5
chr5	132587905	132588206	-	FSTL4	ENST00000507112.1
chr5	32712186	32712487	+	NPR3	ENST00000507141.1
chr5	126780918	126781219	+	MEGF10	ENST00000507158.1
chr5	145826623	145826924	+	TCERG1	ENST00000507175.5
chr5	91378163	91378464	+	AC114316.2	ENST00000507217.5
chr5	33440674	33440975	-	AC034231.1	ENST00000507251.1
chr5	34728399	34728700	+	RAI14	ENST00000507276.5
chr5	139971657	139971958	-	AC116353.4	ENST00000507279.5
chr5	1494992	1495293	-	LPCAT1	ENST00000507282.1
chr5	16936317	16936618	-	MYO10	ENST00000507288.1
chr5	66942566	66942867	-	LINC02242	ENST00000507298.1
chr5	72251642	72251943	+	FCHO2	ENST00000507345.6
chr5	143584589	143584890	+	KCTD16	ENST00000507359.3
chr5	148442921	148443222	+	AC091940.1	ENST00000507373.1
chr5	60458244	60458545	-	SMIM15	ENST00000507416.1
chr5	75013118	75013419	-	POC5	ENST00000507421.1
chr5	102898439	102898740	-	NUDT12	ENST00000507423.1
chr5	60933284	60933585	+	C5orf64	ENST00000507461.1
chr5	176433664	176433965	-	UIMC1	ENST00000507513.1
chr5	139780901	139781202	-	AC008438.1	ENST00000507521.1
chr5	178986442	178986743	+	RUFY1	ENST00000507569.5
chr5	6583138	6583439	+	LINC01018	ENST00000507582.1
chr5	6581998	6582299	+	LINC01018	ENST00000507628.1
chr5	20575921	20576222	-	CDH18	ENST00000507632.2
chr5	135496424	135496725	+	SMAD5	ENST00000507637.1
chr5	40834658	40834959	-	RPL37	ENST00000507642.5
chr5	79551847	79552148	-	SERINC5	ENST00000507668.6
chr5	67730257	67730558	-	AC010280.2	ENST00000507733.1
chr5	87566072	87566373	+	TMEM161B-AS1	ENST00000507736.1
chr5	111564424	111564725	-	EPB41L4A	ENST00000507810.5
chr5	127674832	127675133	-	FBN2	ENST00000507835.5
chr5	7851048	7851349	+	MTRR	ENST00000507837.5
chr5	122162878	122163179	+	SNX2	ENST00000507852.1
chr5	137878847	137879148	-	ETF1	ENST00000507939.5
chr5	5078373	5078674	-	LINC02121	ENST00000507950.1
chr5	72112341	72112642	-	AC035140.1	ENST00000507957.1
chr5	39462349	39462650	-	DAB2	ENST00000507990.1
chr5	137722015	137722316	+	KDM3B	ENST00000507996.5
chr5	95385568	95385869	+	MIR583HG	ENST00000507997.1
chr5	79783721	79784022	-	AC008771.1	ENST00000508000.5
chr5	87687761	87688062	+	TMEM161B-AS1	ENST00000508015.1
chr5	102090120	102090421	+	PAM	ENST00000508060.1
chr5	121413116	121413417	-	LOX	ENST00000508067.1
chr5	110559100	110559401	+	CAMK4	ENST00000508074.5
chr5	132362175	132362476	-	ZCCHC10	ENST00000508080.5
chr5	176013409	176013710	+	CDHR2	ENST00000508085.1
chr5	55008092	55008393	-	SLC38A9	ENST00000508124.5
chr5	93954132	93954433	+	SLF1	ENST00000508130.5
chr5	72446368	72446669	-	AC116345.3	ENST00000508255.1
chr5	176942681	176942982	-	DDX41	ENST00000508279.5
chr5	79949869	79950170	-	DHFR	ENST00000508282.1
chr5	174905316	174905617	+	SFXN1	ENST00000508290.5
chr5	64858899	64859200	-	CENPK	ENST00000508311.1
chr5	34685554	34685855	+	RAI14	ENST00000508315.5
chr5	130329695	130329996	+	AC113367.3	ENST00000508316.2
chr5	16741967	16742268	-	MYO10	ENST00000508318.5
chr5	147763314	147763615	+	FBXO38	ENST00000508326.5
chr5	33440819	33441120	+	TARS	ENST00000508361.5
chr5	75997281	75997582	+	IQGAP2	ENST00000508410.1
chr5	34043266	34043567	-	C1QTNF3	ENST00000508434.1
chr5	10250170	10250471	+	CCT5	ENST00000508451.1
chr5	66771254	66771555	-	AC079467.1	ENST00000508512.5
chr5	41071393	41071694	-	MROH2B	ENST00000508575.1
chr5	55033632	55033933	+	DDX4	ENST00000508580.1
chr5	88173743	88174044	-	MEF2C	ENST00000508610.5
chr5	112073331	112073632	+	APC	ENST00000508624.5
chr5	137224875	137225176	+	PKD2L2	ENST00000508638.5
chr5	127873455	127873756	+	SLC27A6	ENST00000508645.5
chr5	10761162	10761463	-	DAP	ENST00000508646.1
chr5	149669285	149669586	-	CAMK2A	ENST00000508662.5
chr5	17403877	17404178	+	LINC02217	ENST00000508677.1
chr5	11903446	11903747	-	CTNND2	ENST00000508761.1
chr5	135382762	135383063	+	TGFBI	ENST00000508767.5
chr5	179135037	179135338	+	CANX	ENST00000508787.1
chr5	118812015	118812316	+	HSD17B4	ENST00000508788.5
chr5	137514598	137514899	+	KIF20A	ENST00000508792.5
chr5	169014012	169014313	+	SPDL1	ENST00000508837.1
chr5	38148331	38148632	+	LINC02119	ENST00000508853.1
chr5	114505555	114505856	-	TRIM36	ENST00000508894.1
chr5	81046784	81047085	-	SSBP2	ENST00000508912.1
chr5	79866018	79866319	-	ANKRD34B	ENST00000508916.1
chr5	49737133	49737434	-	EMB	ENST00000508934.5
chr5	35852546	35852847	+	IL7R	ENST00000508941.5
chr5	68665241	68665542	-	TAF9	ENST00000508954.3
chr5	21459371	21459672	+	GUSBP1	ENST00000508973.5
chr5	64858812	64859113	+	PPWD1	ENST00000508982.1
chr5	127873463	127873764	-	FBN2	ENST00000508989.5
chr5	43018280	43018581	+	AC025171.3	ENST00000509036.1
chr5	99870835	99871136	+	FAM174A	ENST00000509040.1
chr5	16617096	16617397	-	RETREG1	ENST00000509048.1
chr5	180287612	180287913	-	ZFP62	ENST00000509066.1
chr5	73936502	73936803	-	ENC1	ENST00000509127.2
chr5	180665144	180665445	-	RACK1	ENST00000509148.1
chr5	168439981	168440282	+	AC011389.1	ENST00000509170.1
chr5	61699667	61699968	-	DIMT1	ENST00000509182.1
chr5	39371341	39371642	-	C9	ENST00000509186.5
chr5	176449552	176449853	-	UIMC1	ENST00000509236.5
chr5	175815518	175815819	-	NOP16	ENST00000509257.1
chr5	96077648	96077949	+	CAST	ENST00000509259.5
chr5	145422342	145422643	+	SH3RF2	ENST00000509286.1
chr5	176735012	176735313	-	MXD3	ENST00000509339.1
chr5	70882906	70883207	+	MCCC2	ENST00000509358.6
chr5	180479798	180480099	+	BTNL9	ENST00000509395.1
chr5	138629172	138629473	-	SIL1	ENST00000509400.5
chr5	121495620	121495921	+	AC010255.3	ENST00000509403.6
chr5	83680060	83680361	+	AC113383.1	ENST00000509406.5
chr5	74062879	74063180	-	GFM2	ENST00000509430.5
chr5	141488102	141488403	+	NDFIP1	ENST00000509436.1
chr5	107052356	107052657	-	AC024587.2	ENST00000509458.5
chr5	135389381	135389682	+	TGFBI	ENST00000509485.5
chr5	180666533	180666834	-	RACK1	ENST00000509535.5
chr5	139554490	139554791	+	CYSTM1	ENST00000509589.5
chr5	7851213	7851514	-	C5orf49	ENST00000509627.1
chr5	115890541	115890842	-	SEMA6A	ENST00000509665.1
chr5	54830728	54831029	-	PLPP1	ENST00000509667.5
chr5	112042944	112043245	+	APC	ENST00000509732.5
chr5	68665382	68665683	+	RAD17	ENST00000509734.5
chr5	75970215	75970516	+	IQGAP2	ENST00000509741.1
chr5	9546151	9546452	+	SNHG18	ENST00000509788.1
chr5	124084449	124084750	-	ZNF608	ENST00000509799.5
chr5	175288380	175288681	+	CPLX2	ENST00000509837.5
chr5	35195293	35195594	-	PRLR	ENST00000509839.5
chr5	76916350	76916651	-	WDR41	ENST00000509858.5
chr5	40835263	40835564	-	RPL37	ENST00000509877.5
chr5	125800587	125800888	+	GRAMD2B	ENST00000509882.5
chr5	179222305	179222606	+	LTC4S	ENST00000509898.1
chr5	133304265	133304566	-	C5orf15	ENST00000509913.1
chr5	95188374	95188675	-	AC008592.4	ENST00000509999.1
chr5	86708637	86708938	-	CCNH	ENST00000510020.5
chr5	147211147	147211448	-	SPINK1	ENST00000510027.2
chr5	134735523	134735824	-	H2AFY	ENST00000510038.1
chr5	112312240	112312541	+	DCP2	ENST00000510046.1
chr5	138629168	138629469	+	MATR3	ENST00000510056.5
chr5	138677889	138678190	+	PAIP2	ENST00000510080.1
chr5	125930833	125931134	-	ALDH7A1	ENST00000510111.6
chr5	137673963	137674264	-	CDC25C	ENST00000510119.1
chr5	118406505	118406806	-	AC008629.1	ENST00000510128.1
chr5	179921161	179921462	+	CNOT6	ENST00000510148.1
chr5	145562135	145562436	-	LARS	ENST00000510191.5
chr5	81574109	81574410	-	RPS23	ENST00000510210.5
chr5	8839593	8839894	+	LINC02199	ENST00000510229.1
chr5	95998474	95998775	+	CAST	ENST00000510245.1
chr5	87971785	87972086	+	MEF2C-AS2	ENST00000510274.1
chr5	32107176	32107477	+	PDZD2	ENST00000510285.1
chr5	141704607	141704908	+	SPRY4-AS1	ENST00000510311.5
chr5	176056944	176057245	-	SNCB	ENST00000510387.5
chr5	24553876	24554177	+	AC091885.2	ENST00000510391.1
chr5	136649176	136649477	-	SPOCK1	ENST00000510405.5
chr5	35047989	35048290	-	AGXT2	ENST00000510428.1
chr5	147286002	147286303	-	C5orf46	ENST00000510432.1
chr5	443039	443340	+	EXOC3	ENST00000510441.1
chr5	38468358	38468659	-	AC010457.1	ENST00000510469.2
chr5	138941058	138941359	+	UBE2D2	ENST00000510470.1
chr5	176057432	176057733	+	EIF4E1B	ENST00000510473.5
chr5	130506386	130506687	+	LYRM7	ENST00000510516.5
chr5	31538029	31538330	+	C5orf22	ENST00000510530.1
chr5	6633289	6633590	+	SRD5A1	ENST00000510531.5
chr5	64920341	64920642	+	AC008560.1	ENST00000510585.2
chr5	74162118	74162419	-	FAM169A	ENST00000510609.5
chr5	41794634	41794935	-	OXCT1	ENST00000510634.5
chr5	42811940	42812241	-	SELENOP	ENST00000510650.5
chr5	136834937	136835238	-	SPOCK1	ENST00000510689.5
chr5	36725224	36725525	-	AC008957.1	ENST00000510740.1
chr5	175612108	175612409	-	AC139493.2	ENST00000510850.1
chr5	110817899	110818200	+	CAMK4	ENST00000510858.5
chr5	102594874	102595175	+	C5orf30	ENST00000510890.1
chr5	137136631	137136932	+	NPY6R	ENST00000510937.1
chr5	1081722	1082023	-	SLC12A7	ENST00000510943.3
chr5	65594045	65594346	+	AC113378.1	ENST00000510964.2
chr5	87980702	87981003	-	LINC00461	ENST00000511014.6
chr5	134209810	134210111	+	TXNDC15	ENST00000511070.5
chr5	87564565	87564866	-	TMEM161B	ENST00000511087.5
chr5	147648172	147648473	+	SPINK13	ENST00000511106.5
chr5	60240783	60241084	+	NDUFAF2	ENST00000511107.1
chr5	122847703	122848004	+	CSNK1G3	ENST00000511130.6
chr5	137216053	137216354	+	MYOT	ENST00000511254.1
chr5	134375335	134375636	-	C5orf66-AS1	ENST00000511256.1
chr5	7868232	7868533	-	FASTKD3	ENST00000511261.5
chr5	65222304	65222605	+	ERBIN	ENST00000511297.5
chr5	180673272	180673573	+	AC008443.1	ENST00000511331.5
chr5	149492884	149493185	-	CSF1R	ENST00000511344.1
chr5	31532117	31532418	-	DROSHA	ENST00000511367.6
chr5	5140192	5140493	+	ADAMTS16	ENST00000511368.5
chr5	137548942	137549243	-	CDC23	ENST00000511383.5
chr5	82373135	82373436	-	TMEM167A	ENST00000511450.5
